Kod_TERYT;nazwa_samorządu;Województwo;Powiat;typ_JST;nazwa_urzędu_JST;miejscowość;Kod pocztowy;poczta;Ulica;Nr domu;telefon-kierunkowy;telefon;wewnętrzny;fax-kierunkowy;FAX;stanowisko;Imię;Nazwisko;ogólny adres mail'owy gminy/powiatu/województwa;adres www jednostki;Kategoria gminy
0226052;Zagrodno;dolnośląskie;złotoryjski;GW;Urząd Gminy Zagrodno;Zagrodno;59-516;Zagrodno;;52;(76);877-33-96;;(76);877-33-45;Wójt;Tadeusz;Szklarz;ugzagrodno@zagrodno.pl;www.zagrodno.pl;5
0226062;Złotoryja;dolnośląskie;złotoryjski;GW;Urząd Gminy Złotoryja;Złotoryja;59-500;Złotoryja;al. Miła;4;(76);878-37-80;;(76);878-87-16;Wójt;Maria;Leśna;gminazlotoryja@zlotoryja.com.pl;www.zlotoryja.com.pl;5
0401031;Nieszawa;kujawsko-pomorskie;aleksandrowski;GM;Urząd Miasta Nieszawa;Nieszawa;87-730;Nieszawa;ul. 3-go Maja;2;(54);283-81-26;;(54);283-81-22;Burmistrz;Przemysław;Jankowski;um.nieszawa@nieszawa.pl;www.nieszawa.pl;5
0401042;Aleksandrów Kujawski;kujawsko-pomorskie;aleksandrowski;GW;Urząd Gminy Aleksandrów Kujawski;Aleksandrów Kujawski;87-700;Aleksandrów Kujawski;ul. Słowackiego;8;(54);282-20-59;21;(54);282-20-31;Wójt;Andrzej;Olszewski;sekretariat@gmina-aleksandrowkujawski.pl;www.gmina-aleksandrowkujawski.pl;5
0401052;Bądkowo;kujawsko-pomorskie;aleksandrowski;GW;Urząd Gminy Bądkowo;Bądkowo;87-704;Bądkowo;ul. Włocławska;82;(54);272-41-00;22;(54);272-40-54;Wójt;Ryszard Gerard;Stępkowski;sekretariat.badkowo@wp.pl;www.badkowo.gmina.pl;5
0401062;Koneck;kujawsko-pomorskie;aleksandrowski;GW;Urząd Gminy Koneck;Koneck;87-702;Koneck;Koneck;30;(54);272-23-02;;(54);272-23-02;Wójt;Ryszard Władysław;Borowski;ugkoneck@koneck.eu;www.koneck.eu;5
0401072;Raciążek;kujawsko-pomorskie;aleksandrowski;GW;Urząd Gminy Raciążek;Raciążek;87-721;Raciążek;ul. Wysoka;4;(54);283-18-85;;(54);283-18-82;Wójt;Wiesława;Słowińska;ug.raciazek@wp.pl;www.raciazek.lo.pl;5
0401082;Waganiec;kujawsko-pomorskie;aleksandrowski;GW;Urząd Gminy Waganiec;Waganiec;87-731;Waganiec;ul. Dworcowa;11;(54);283-00-82;;(54);283-06-40;Wójt;Piotr;Kosik;ug.waganiec@wlo.pl;http://www.ugwaganiec.pl/;5
0401092;Zakrzewo;kujawsko-pomorskie;aleksandrowski;GW;Urząd Gminy Zakrzewo;Zakrzewo;87-707;Zakrzewo;ul. Leśna;1;(54);272-09-31;;(54);272-03-46;Wójt;Artur ;Nenczak;ugzakrzewoalex@pro.onet.pl;www.zakrzewo.com.pl;5
0402022;Bobrowo;kujawsko-pomorskie;brodnicki;GW;Urząd Gminy Bobrowo;Bobrowo;87-327;Bobrowo;Bobrowo;27;(56);495-18-24;;(56);495-18-10;Wójt;Paweł;Klonowski;bobrowo@samorzad.org.pl;http://www.bobrowo.samorzad.org.pl/;5
0402042;Brzozie;kujawsko-pomorskie;brodnicki;GW;Urząd Gminy Brzozie;Brzozie;87-313;Brzozie;Brzozie;50;(56);491-29-12;;(56);491-29-11;Wójt;Bogusław;Błaszkiewicz;ug.brzozie@brzozie.pl;www.brzozie.pl;5
0402062;Bartniczka;kujawsko-pomorskie;brodnicki;GW;Urząd Gminy Bartniczka;Bartniczka;87-321;Bartniczka;ul. Brodnicka;8;(56);493-68-10;;(56);493-68-32;Wójt;Wiesław;Biegański;ugb@data.pl;www.ugbartniczka.pl;5
0402073;Jabłonowo Pomorskie;kujawsko-pomorskie;brodnicki;GMW;Urząd Miasta i Gminy Jabłonowo Pomorskie;Jabłonowo Pomorskie;87-330;Jabłonowo Pomorskie;ul. Główna;28;(56);697-68-00;;(56);697-90-01;Burmistrz;Przemysław;Górski;"umig@jablonowopomorskie.pl;";www.jablonowopomorskie.pl;5
0402082;Osiek;kujawsko-pomorskie;brodnicki;GW;Urząd Gminy Osiek;Osiek;87-340;Osiek;Osiek;85;(56);4938123 lub 21;;(56);493-78-99;Wójt;Kazimierz;Wolfram;gmina.osiek@perfect.net.pl;www.gminaosiek.pl;5
0402092;Świedziebnia;kujawsko-pomorskie;brodnicki;GW;Urząd Gminy Świedziebnia;Świedziebnia;87-335;Świedziebnia;Świedziebnia;;(56);493-84-60;;(56);493-84-29;Wójt;Szymon;Zalewski;gmina@swiedziebnia.pl;http://www.bip.swiedziebnia.pl;5
0402102;Zbiczno;kujawsko-pomorskie;brodnicki;GW;Urząd Gminy Zbiczno;Zbiczno;87-305;Zbiczno;Zbiczno;140;(56);493-93-17;;(56);493-93-17;Wójt;Wojciech;Rakowski;gmina@zbiczno.pl;www.zbiczno.brodnica.net;5
0404032;Kijewo Królewskie;kujawsko-pomorskie;chełmiński;GW;Urząd Gminy Kijewo Królewskie;Kijewo Królewskie;86-253;Kijewo Królewskie;Toruńska;2;(56);686-70-28;;(56);686-70-56;Wójt;Mieczysław;Misiaszek;urzadgminy@kijewo.pl;www.kijewo.pl;5
0404052;Papowo Biskupie;kujawsko-pomorskie;chełmiński;GW;Urząd Gminy Papowo Biskupie;Papowo Biskupie;86-221;Papowo Biskupie;Papowo Biskupie;128;(56);676-81-01;;(56);676-81-44;Wójt;Andrzej;Zieliński;ug_papowobis@poczta.onet.pl;www.papowobiskupie.com.pl;5
0404062;Stolno;kujawsko-pomorskie;chełmiński;GW;Urząd Gminy Stolno;Stolno;86-212;Stolno;Stolno;112;(56);677-09-00;;(56);677-09-06;Wójt;Jerzy Jan;Robeszko;sekretariat@stolno.com.pl;www.stolno.com.pl;5
0405022;Ciechocin;kujawsko-pomorskie;golubsko-dobrzyński;GW;Urząd Gminy Ciechocin;Ciechocin;87-408;Ciechocin;Ciechocin;172;(56);683-77-24;kom. 661919839;(56);683-77-08;Wójt;Jerzy;Cieszyński;ciechocin@ciechocin.pl;www.ciechocin.pl;5
0405032;Golub-Dobrzyń;kujawsko-pomorskie;golubsko-dobrzyński;GW;Urząd Gminy Golub-Dobrzyń;Golub-Dobrzyń;87-400;Golub-Dobrzyń;Pl. Tysiąclecia ;25;(56);683-54-00;22;(56);683-52-76;Wójt;Marek;Ryłowicz;sekretariat@golub-dobrzyn.ug.gov.pl;www.golub-dobrzyn.ug.gov.pl;5
0405043;Kowalewo Pomorskie;kujawsko-pomorskie;golubsko-dobrzyński;GMW;Urząd Miejski w Kowalewie Pomorskim;Kowalewo Pomorskie;87-410;Kowalewo Pomorskie;Plac Wolności;1;(56);684-10-24;;(56);684-10-71;Burmistrz;Andrzej Antoni;Grabowski;urzad@kowalewopomorskie.pl;www.kowalewopomorskie.pl;5
0405052;Radomin;kujawsko-pomorskie;golubsko-dobrzyński;GW;Urząd Gminy Radomin;Radomin;87-404;Radomin;Radomin;;(56);683-75-22;;(56);683-75-22;Wójt;Piotr;Wolski;ugradomin@poczta.onet.pl;www.radomin.pl;5
0405062;Zbójno;kujawsko-pomorskie;golubsko-dobrzyński;GW;Urząd Gminy Zbójno;Zbójno;87-645;Zbójno;Zbójno;35a;(54);280-19-21;;(54);280-19-21;Wójt;Katarzyna ;Kukielska;bip@zbojno.pl;www.zbojno.pl;5
0406022;Gruta;kujawsko-pomorskie;grudziądzki;GW;Urząd Gminy Gruta;Gruta;86-330;Mełno;Gruta;244;(56);468-31-88;;(56);468-31-88;Wójt;Halina;Kowalkowska;gruta@gruta.pl;www.gruta.pl;5
0406033;Łasin;kujawsko-pomorskie;grudziądzki;GMW;Urząd Miasta i Gminy Łasin;Łasin;86-320;Łasin;ul. Radzyńska;2;(56);466-50-43;;(56);466-50-46;Burmistrz;Rafał;Kobylski;umig@lasin.pl;www.lasin.pl;5
0406043;Radzyń Chełmiński;kujawsko-pomorskie;grudziądzki;GMW;Urząd Miasta i Gminy w Radzyniu Chełmińskim;Radzyń Chełmiński;87-220;Radzyń Chełmiński;Plac Towarzystwa Jaszczurczego;9;(56);688-65-11;;(56);688-60-10 wew. 32;Burmistrz;Krzysztof;Chodubski;urzad@radzynchelminski.eu;http://www.radzynchelminski.eu/www/;5
0406052;Rogóźno;kujawsko-pomorskie;grudziądzki;GW;Urząd Gminy Rogóźno;Rogóźno;86-318;Rogóźno;Rogóźno;91b;(56);468-84-94;;(56);468-85-11;Wójt;Henryk, Stanisław;Szpringiel;info@rogozno.ug.gov.pl;www.rogozno.ug.gov.pl;5
0406062;Świecie Nad Osą;kujawsko-pomorskie;grudziądzki;GW;Urząd Gminy Świecie Nad Osą;Świecie Nad Osą;86-341;Świecie Nad Osą;Świecie Nad Osą;1;(56);466-16-13;;(56);466-16-21;Wójt;Ireneusz Stefan;Maj;gmina@swiecienadosa.lo.pl;www.swiecienadosa.lo.pl;5
0407022;Dąbrowa Biskupia;kujawsko-pomorskie;inowrocławski;GW;Urząd Gminy Dąbrowa Biskupia;Dąbrowa Biskupia;88-133;Dąbrowa Biskupia;ul. Topolowa;2;(52);351-21-70;39;(52);351-21-70 wew. 22;Wójt;Roman;Wieczorek;urzad@lo.pl;www.dabrowabiskupia.pl;5
0407063;Kruszwica;kujawsko-pomorskie;inowrocławski;GMW;Urząd Miejski w Kruszwicy;Kruszwica;88-150;Kruszwica;ul. Nadgoplańska;4;(52);351-50-10;;(52);351-60-21;Burmistrz;Dariusz;Witczak;um@kruszwica.um.gov.pl;www.kruszwica.um.gov.pl;5
0407073;Pakość;kujawsko-pomorskie;inowrocławski;GMW;Urząd Miejski w Pakości;Pakość;88-170;Pakość;ul. Rynek;4;(52);566-60-72;;(52);566-60-75;Burmistrz;Wiesław;Kończal;um@pakosc.pl;www.pakosc.pl;5
0407082;Rojewo;kujawsko-pomorskie;inowrocławski;GW;Urząd Gminy Rojewo;Rojewo;88-111;Rojewo;Rojewo;8;(52);351-13-90;;(52);351-13-24;Wójt;Rafał Sebastian;Żurowski;rojewo@rojewo.pl;www.rojewo.pl;5
0408022;Bobrowniki;kujawsko-pomorskie;lipnowski;GW;Urząd Gminy Bobrowniki;Bobrowniki;87-617;Bobrowniki;ul. Nieszawska;10;(54);230-51-32;;(54);230-51-32;Wójt;Jarosław;Poliwko;sekretariat@ugbobrowniki.pl;www.ugbobrowniki.pl;5
0408032;Chrostkowo;kujawsko-pomorskie;lipnowski;GW;Urząd Gminy Chrostkowo;Chrostkowo;87-602;Chrostkowo;Chrostkowo;99;(54);287-00-39;;(54);287-00-39;Wójt;Mariusz;Lorenc;gmina@chrostkowo.pl;www.chrostkowo.bazagmin.pl;5
0408043;Dobrzyń nad Wisłą;kujawsko-pomorskie;lipnowski;GMW;Urząd Miasta i Gminy Dobrzyń nad Wisłą;Dobrzyń nad Wisłą;87-610;Dobrzyń nad Wisłą;ul. Szkolna;1;(54);253-05-00;;(54);253-10-06;Burmistrz;Jacek;Waśko;dobrzyn@dobrzyn.pl;www.dobrzyn.pl;5
0408052;Kikół;kujawsko-pomorskie;lipnowski;GW;Urząd Gminy Kikół;Kikół;87-620;Kikół;Plac Kościuszki;7;(54);289-46-70;34;(54);289-46-70;Wójt;Józef;Predenkiewicz;urzad@kikol.pl;www.kikol.pl;5
0408062;Lipno;kujawsko-pomorskie;lipnowski;GW;Urząd Gminy Lipno;Lipno;87-600;Lipno;ul. Mickiewicza;29;(54);287-20-48;;(54);288-62-02;Wójt;Andrzej Piotr;Szychulski;lipno@uglipno.pl;http://www.lipno.nowoczesnagmina.pl/?c=450;5
0408073;Skępe;kujawsko-pomorskie;lipnowski;GMW;Urząd Miasta i Gminy Skępe;Skępe;87-630;Skępe;ul. Kościelna;2;(54);287-85-20;;(54);287-72-04;Burmistrz;Piotr;Wojciechowski;umig@skepe.pl;http://skepe.pl/strona/;5
0408082;Tłuchowo;kujawsko-pomorskie;lipnowski;GW;Urząd Gminy Tłuchowo;Tłuchowo;87-605;Tłuchowo;ul. Sierpecka 10;;(54);287-62-60;;(54);287-62-04;Wójt;Krzysztof;Dąbkowski;ugtluchowo@pro.onet.pl;www.tluchowo.com.pl;5
0408092;Wielgie;kujawsko-pomorskie;lipnowski;GW;Urząd Gminy Wielgie;Wielgie;87-603;Wielgie;ul. Starowiejska;8;(54);289-73-80;;(54);289-77-95;Wójt;Tadeusz;Wiewiórski;gmina@wielgie.pl;www.wielgie.pl;5
0409022;Jeziora Wielkie;kujawsko-pomorskie;mogileński;GW;Urząd Gminy Jeziora Wielkie;Jeziora Wielkie;88-324;Jeziora Wielkie;Jeziora Wielkie;36;(52);318-72-20;11;(52);318-74-40;Wójt;Zbysław;Woźniakowski;gmina@ug.jeziorawielkie.pl;http://www.jeziorawielkie.pl/;5
0409043;Strzelno;kujawsko-pomorskie;mogileński;GMW;Urząd Miejski w Strzelnie;Strzelno;88-320;Strzelno;ul. Dr J. Cieślewicza;2;(52);318-92-91;;(52);318-22-02;Burmistrz;Ewaryst;Matczak;miasto@strzelno.pl;www.strzelno.pl;5
0410013;Kcynia;kujawsko-pomorskie;nakielski;GMW;Urząd Miejski w Kcyni;Kcynia;89-240;Kcynia;ul. Rynek;23;(52);589-37-20;;(52);589-37-22;Burmistrz;Marek;Szaruga;urzad@kcynia.pl;www.kcynia.pl;5
0410023;Mrocza;kujawsko-pomorskie;nakielski;GMW;Urząd Miasta i Gminy w Mroczy;Mrocza;89-115;Mrocza;Pl. 1 Maja;20;(52);386-74-10;;(52);385-62-41;Burmistrz;Leszek;Klesiński;urzad@mrocza.pl;www.mrocza.pl;5
0410033;Nakło nad Notecią;kujawsko-pomorskie;nakielski;GMW;Urząd Miasta i Gminy Nakło nad Notecią;Nakło nad Notecią;89-100;Nakło nad Notecią;ul. Ks. P. Skargi;7;(52);386-79-00;;(52);386-79-11;Burmistrz;Sławomir;Napierała;urzad@gmina-nakło.pl;http://www.naklo.pl/;5
0410042;Sadki;kujawsko-pomorskie;nakielski;GW;Urząd Gminy Sadki;Sadki;89-110;Sadki;ul. Strażacka;11;(52);339-39-30;;(52);339-39-59;Wójt;Dariusz;Gryniewicz;sekretariat@sadki.pl;www.sadki.pl;5
0411022;Bytoń;kujawsko-pomorskie;radziejowski;GW;Urząd Gminy Bytoń;Bytoń;88-231;Bytoń;Bytoń;72;(54);285-13-17;;(54);285-13-77;Wójt;Artur;Ruciński;sekretarz@ugbyton.pl;www.ugbyton.samorzady.pl;5
0411032;Dobre;kujawsko-pomorskie;radziejowski;GW;Urząd Gminy Dobre;Dobre;88-210;Dobre;ul. Dworcowa;6;(54);285-01-57;;(54);285-06-60;Wójt;Stefan;Śpibida;urzad@ugdobre.pl;www.ugdobre.pl;5
0411042;Osięciny;kujawsko-pomorskie;radziejowski;GW;Urząd Gminy Osięciny;Osięciny;88-220;Osięciny;ul. I Armii Wojska Polskiego;14;(54);265-00-05;;(54);265-01-85;Wójt;Jerzy Janusz;Izydorski;gosieciny@q4.pl;www.osieciny.pl;5
0411053;Piotrków Kujawski;kujawsko-pomorskie;radziejowski;GMW;Urząd Miasta i Gminy Piotrków Kujawski;Piotrków Kujawski;87-230;Piotrków Kujawski;ul. Kościelna;1;(54);265-41-80;;(54);265-51-12;Burmistrz;Sławomir;Bogucki;sekretarz@piotrkowkujawski.pl;www.piotrkowkujawski.pl;5
0411062;Radziejów;kujawsko-pomorskie;radziejowski;GW;Urząd Gminy Radziejów;Radziejów;88-200;Radziejów;ul. Kościuszki;20/22;(54);285-36-86;;(54);285-33-37;Wójt;Marek;Szuszman;info@ugradziejow.pl;www.ugradziejow.pl;5
0411072;Topólka;kujawsko-pomorskie;radziejowski;GW;Urząd Gminy Topólka;Topólka;87-875;Topólka;Topólka;22;(54);286-96-77;;(54);286-90-35;Wójt;Marek;Dybowski;sekretarz@topolka.pl;www.topolka.pl;5
0412022;Brzuze;kujawsko-pomorskie;rypiński;GW;Urząd Gminy Brzuze;Brzuze;87-517;Brzuze;Brzuze;62;(54);270-11-23;;(54);270-11-83;Wójt;Jan;Koprowski;gmina@brzuze.pl;www.brzuze.pl;5
0412032;Rogowo;kujawsko-pomorskie;rypiński;GW;Urząd Gminy Rogowo;Rogowo;87-515;Rogowo;Rogowo;51;(54);280-16-21;;(54);280-28-32;Wójt;Barbara;Nowakowska;ugrogowo@rogowo.pl;www.rogowo.pl;5
0412042;Rypin;kujawsko-pomorskie;rypiński;GW;Urząd Gminy Rypin;Rypin;87-500;Rypin;ul. Lipnowska;4;(54);280-97-00;;(54);280-21-37;Wójt;Janusz;Tyburski;sekretariat@rypin.pl;www.rypin.pl;5
0412052;Skrwilno;kujawsko-pomorskie;rypiński;GW;Urząd Gminy Skrwilno;Skrwilno;87-510;Skrwilno;ul. Rypińska;7;(54);270-02-12;;(54);270-02-14;Wójt;Dariusz;Kolczyński;gmina@skrwilno.pl;www.skrwilno.lo.pl;5
0412062;Wąpielsk;kujawsko-pomorskie;rypiński;GW;Urząd Gminy Wąpielsk;Wąpielsk;87-337;Wąpielsk;Wąpielsk;;(56);493-83-21;;(56);493-83-22;Wójt;Dariusz;Górski;ugwapielsk@wp.pl;http://www.gminaonline.pl;5
0413013;Kamień Krajeński;kujawsko-pomorskie;sępoleński;GMW;Urząd Miejski w Kamieniu Krajeńskim;Kamień Krajeński;89-430;Kamień Krajeński;Plac Odrodzenia;3;(52);389-45-10;;(52);388-63-92;Burmistrz;Wojciech;Głomski;sekretariat@um.kamienkr.pl;http://www.kamienkrajenski.pl/;5
0413032;Sośno;kujawsko-pomorskie;sępoleński;GW;Urząd Gminy Sośno;Sośno;89-412;Sośno;ul. Nowa;1;(52);389-01-10;;(52);389-12-79;Wójt;Leszek;Stroiński;sekretariat@sosno.pl;www.sosno.pl;5
0413043;Więcbork;kujawsko-pomorskie;sępoleński;GMW;Urząd Miejski w Więcborku;Więcbork;89-410;Więcbork;ul. Mickiewicza;22;(52);389-52-07;;(52);389-72-12;Burmistrz;Waldemar;Kuszewski;umwiecbork@wiecbork.pl;www.wiecbork.pl;5
0414012;Bukowiec;kujawsko-pomorskie;świecki;GW;Urząd Gminy Bukowiec;Bukowiec;86-122;Bukowiec;ul. Dr. Fl. Ceynowy;14;(52);330-93-10;;(52);330-93-12;Wójt;Adam;Licznerski;administracja@bukowiec.pl;www.bukowiec.pl;5
0414022;Dragacz;kujawsko-pomorskie;świecki;GW;Urząd Gminy Dragacz;Dragacz;86-134;Dragacz;Dragacz;7A;(52);332-49-69;144;(52);332-49-74;Wójt;Dorota;Krezymon;ugdragacz@poczta.onet.pl;www.dragacz.pl;5
0414032;Drzycim;kujawsko-pomorskie;świecki;GW;Urząd Gminy Drzycim;Drzycim;86-140;Drzycim;ul. Podgórna;10;(52);331-70-79;22;(52);331-70-79 wew. 33;Wójt;Waldemar;Moczyński;ug@drzycim.pl;www.drzycim.pl;5
0414052;Lniano;kujawsko-pomorskie;świecki;GW;Urząd Gminy Lniano;Lniano;86-141;Lniano;ul. Wyzwolenia;7;(52);332-30-02;15;(52);332-32-03;Wójt;Zofia;Topolińska;sekretariat@lniano.pl;http://www.lniano.pl/;5
0414063;Nowe;kujawsko-pomorskie;świecki;GMW;Urząd Gminy Nowe;Nowe;86-170;Nowe;Plac Św. Rocha;5;(52);333-72-10;;(52);332-84-66;Burmistrz;Czesław;Woliński;nowe@gminanowe.pl;www.gminanowe.pl;5
0414102;Świekatowo;kujawsko-pomorskie;świecki;GW;Urząd Gminy Świekatowo;Świekatowo;86-182;Świekatowo;ul. Dworcowa;20A;(52);332-21-01;kom. 600892750;(52);332-20-12;Wójt;Marek;Topoliński;ugswiekatowo@swiekatowo.lo.pl;http://www.swiekatowo.pl/;5
0414112;Warlubie;kujawsko-pomorskie;świecki;GW;Urząd Gminy Warlubie;Warlubie;86-160;Warlubie;ul. Dworcowa;15;(52);332-60-40;;(52);332-60-54;Wójt;Krzysztof;Michalak;gmina@warlubie.pl;www.warlubie.pl;5
0416012;Cekcyn;kujawsko-pomorskie;tucholski;GW;Urząd Gminy Cekcyn;Cekcyn;89-511;Cekcyn;ul. Szkolna;2;(52);334-75-50;;(52);334-75-80;Wójt;Jacek Adam;Brygman;gmina@cekcyn.pl;www.cekcyn.pl;5
0416022;Gostycyn;kujawsko-pomorskie;tucholski;GW;Urząd Gminy Gostycyn;Gostycyn;89-520;Gostycyn;ul. Bydgoska;8;(52);336-73-10;;(52);336-73-11;Wójt;Ireneusz;Kucharski;gostycyn@las.pl;www.gostycyn.pl;5
0416032;Kęsowo;kujawsko-pomorskie;tucholski;GW;Urząd Gminy Kęsowo;Kęsowo;89-506;Kęsowo;ul. Główna;11;(52);334-40-91;;(52);334-40-22;Wójt;Radosław;Januszewski;kesowo@kesowo.pl;www.kesowo.pl;5
0416052;Śliwice;kujawsko-pomorskie;tucholski;GW;Urząd Gminy Śliwice;Śliwice;89-530;Śliwice;ul. Ks. dra St. Sychowskiego;30;(52);334-07-10;;(52);334-07-25;Wójt;Daniel;Kożuch;sliwice@las.pl;www.sliwice.las.pl;5
0417022;Dębowa Łąka;kujawsko-pomorskie;wąbrzeski;GW;Urząd Gminy Dębowa Łąka;Dębowa Łąka;87-207;Dębowa Łąka;Dębowa Łąka;38;(56);688-49-10;;(56);688-92-58;Wójt;Stanisław;Szarowski;sekretariat@ugdl.pl;www.ugdl.pl;5
0417032;Książki;kujawsko-pomorskie;wąbrzeski;GW;Urząd Gminy Książki;Książki;87-222;Książki;ul. Bankowa;4;(56);688-81-10;;(56);688-81-38;Wójt;Jerzy Jan;Dutkiewicz;sekretariat@gminaksiazki.pl;http://www.gminaksiazki.pl/;5
0417042;Płużnica;kujawsko-pomorskie;wąbrzeski;GW;Urząd Gminy Płużnica;Płużnica;87-214;Płużnica;Płużnica;;(56);687-52-00;;(56);688-73-91;Wójt;Marcin;Skonieczka;sekretariat@pluznica.pl;www.pluznica.pl;5
0417052;Ryńsk;kujawsko-pomorskie;wąbrzeski;GW;Urząd Gminy Ryńsk;Wąbrzeźno;87-200;Wąbrzeźno;ul. Mickiewicza;21;(56);687-75-00;;(56);688-17-04;Wójt;Władysław;Łukasik;poczta@ugw.pl;www.ugw.pl;5
0418022;Baruchowo;kujawsko-pomorskie;włocławski;GW;Urząd Gminy Baruchowo;Baruchowo;87-821;Baruchowo;ul. Baruchowo;54;(54);284-55-57;;(54);284-58-48;Wójt;Stanisław;Sadowski;gmina@baruchowo.pl;www.baruchowo.pl;5
0418032;Boniewo;kujawsko-pomorskie;włocławski;GW;Urząd Gminy Boniewo;Boniewo;87-851;Boniewo;ul. Szkolna;28;(54);284-01-81;kom. 502362906;(54);284-01-81;Wójt;Marek;Klimkiewicz;ug_boniewo@wp.pl;www.boniewo.pl;5
0418043;Brześć Kujawski;kujawsko-pomorskie;włocławski;GMW;Urząd Miejski w Brześciu Kujawskim;Brześć Kujawski;87-880;Brześć Kujawski;Plac Władysława Łokietka;1;(54);231-63-10;;(54);231-63-24;Burmistrz;Wojciech;Zawidzki;urzad@brzesckujawski.pl;www.brzesckujawski.pl;5
0418052;Choceń;kujawsko-pomorskie;włocławski;GW;Urząd Gminy Choceń;Choceń;87-850;Choceń;ul. Sikorskiego;4;(56);284-66-17;;(56);284-67-40;Wójt;Roman;Nowakowski;gmina.chocen@chocen.pl;www.chocen.pl;5
0418083;Izbica Kujawska;kujawsko-pomorskie;włocławski;GMW;Urząd Gminy i Miasta w Izbicy Kujawskiej;Izbica Kujawska;87-865;Izbica Kujawska;ul. Piłsudskiego;32;(54);286-50-09;;(54);286-50-09;Burmistrz;Marek;Dorabiała;urzad@izbicakuj.pl;http://izbicakuj.pl/;5
0418092;Kowal;kujawsko-pomorskie;włocławski;GW;Urząd Gminy Kowal;Kowal;87-820;Kowal;ul. Piwna;33;(54);284-22-52;;(54);284-23-63;Wójt;Stanisław;Adamczyk;kowal_111@wp.pl;www.gminakowal.pl;5
0418102;Lubanie;kujawsko-pomorskie;włocławski;GW;Urząd Gminy Lubanie;Lubanie;87-732;Lubanie;Lubanie;28 A;(54);251-33-12;;(54);251-33-12;Wójt;Larysa;Krzyżańska;lubanie@lubanie.com;www.lubanie.com;5
0418113;Lubień Kujawski;kujawsko-pomorskie;włocławski;GMW;Urząd Miejski w Lubieniu Kujawskim;Lubień Kujawski;87-840;Lubień Kujawski;ul. Wojska Polskiego;29;(54);284-30-89;;(54);284-35-00;Burmistrz;Marek;Wiliński;sekretariat@lubien.com.pl;http://www.lubien.com.pl/;5
0418123;Lubraniec;kujawsko-pomorskie;włocławski;GMW;Urząd Miejski w Lubrańcu;Lubraniec;87-890;Lubraniec;ul. Brzeska;49;(54);286-20-13;;(54);286-24-98;Burmistrz;Krzysztof;Wrzesiński;urzad@lubraniec.pl;www.lubraniec.pl;5
0419043;Łabiszyn;kujawsko-pomorskie;żniński;GMW;Urząd Miejski w Łabiszynie;Łabiszyn;89-210;Łabiszyn;ul. Plac 1000-lecia;1;(52);384-40-52;;(52);384-41-77;Burmistrz;Jacek Idzi;Kaczmarek;urzad@labiszyn.pl;www.labiszyn.pl;5
0419052;Rogowo;kujawsko-pomorskie;żniński;GW;Urząd Gminy Rogowo;Rogowo;88-420;Rogowo;ul. Kościelna;8;(52);302-40-53;;(52);302-42-75;Wójt;Józef;Sosnowski;gmina@rogowo.paluki.pl;www.rogowo.paluki.pl;5
0419063;Żnin;kujawsko-pomorskie;żniński;GMW;Urząd Miejski w Żninie;Żnin;88-400;Żnin;ul. 700-lecia;39;(52);303-13-01;127, 128;(52);303-11-03;Burmistrz;Robert ;Luchowski;gmina@um.znin.pl;www.um.znin.pl;5
0601062;Kodeń;lubelskie;bialski;GW;Urząd Gminy Kodeń;Kodeń;21-509;Kodeń;ul. 1 Maja;20;(83);375-41-55;;(83);375-43-47;Wójt;Jerzy;Troć;ug@koden.pl;www.koden.pl;5
0601072;Konstantynów;lubelskie;bialski;GW;Urząd Gminy Konstantynów;Konstantynów;21-543;Konstantynów;ul. Kard. St. Wyszyńskiego;2;(83);341-41-92;;(83);341-41-92;Wójt;Romuald;Murawski;konstantynow@lubelskie.pl;www.konstantynow.lubelskie.pl;5
0601142;Sławatycze;lubelskie;bialski;GW;Urząd Gminy Sławatycze;Sławatycze;21-515;Sławatycze;Rynek;14;(83);378-33-58;;(83);378-33-13;Wójt;Grzegorz;Kiec;wojt@slawatycze-gmina.pl;www.slawatycze-gmina.pl;5
0601162;Terespol;lubelskie;bialski;GW;Urząd Gminy Terespol;Kobylany;21-540;Małaszewicze;PL. Ryszarda Kaczorowskiego;1;(83);411-20-00;;(83);411-20-00;Wójt;Krzysztof;Iwaniuk;info@terespol.ug.gov.pl;www.terespol.ug.gov.pl;5
0601172;Tuczna;lubelskie;bialski;GW;Urząd Gminy Tuczna;Tuczna;21-523;Tuczna;Tuczna;191A;(83);377-10-03;;(83);377-10-03;Wójt;Zygmunt;Litwiniuk;tuczna@wp.pl;www.gminatuczna.pl;5
0602022;Aleksandrów;lubelskie;biłgorajski;GW;Urząd Gminy Aleksandrów;Aleksandrów;23-408;Aleksandrów;Aleksandrów Drugi;11b;(84);687-50-02;34;(84);687-50-02;Wójt;Józef Henryk;Biały;sekretariat@ealeksandrow.pl;www.ealeksandrow.pl;5
0602042;Biszcza;lubelskie;biłgorajski;GW;Urząd Gminy Biszcza;Biszcza;23-425;Biszcza;Biszcza;79;(84);685-60-22;113;(84);685-63-01;Wójt;Zbigniew;Pyczko;biszcza@zgwrp.org.pl;www.gmina-biszcza.pl;5
